song_name,artist,spotify_id,overall_positiveness_score
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,0.666666667
Memories,Shawn Mendes,7ekZl2me2Fjn6ywN16cvFK,1
The Other Side (Alessia Cara Version),Alessia Cara,5stBjr01wRUJa6BGqkxPD7,0.542168675
Strong,London Grammar,6k1I9gABiasGZiWWAosAEb,0.577142857
Time of Our Lives,James Blunt,2KcAwEm9VrpJFsJH6MKOCv,0.731448763
Nothing Really Matters,Mr. Probz,4fGbdX3qUTOS8Kpsc8hQT6,0.724279835
Grand Piano,Nicki Minaj,70CYAL35X3T73qVStJNpZ2,0.773333333
Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,0.832061069
Christmas Lights,Coldplay,4fzyvSu73BhGvi96p2zwjL,0.335051546
The Story Never Ends,Lauv,2hTcD5aTYlQoTT76KofQam,0.492857143
Make Me (Cry),Noah Cyrus,2BrzlUj1u1CtvaJDGIKpsP,0.333333333
Waves,Dean Lewis,6w8pFOKn42O418qwcQElZ3,0.540540541
Wings,Birdy,2Kz5qeXifBxE0zmuoVchlM,0.122807018
How Long Will I Love You - Bonus Track,Ellie Goulding,7CFQrZR4WeKEg4vweqp8Gv,0.592592593
Flicker,Niall Horan,5BpmwiKR6ns1EtfCQRpNUc,0.951515152
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,0.358870968
Homesick,Dua Lipa,5E5MqaS6eOsbaJibl3YeMZ,0.80861244
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.6875
Oh My God,Canyon City,6BGJdmJX5P2K3nzLRiX0kt,0.672131148
With You,Matt Simons,3u0cm2AwmuIxInF9F7lOyF,0.732057416
Bumper Cars,Alex & Sierra,62UQgDAEzQuKDwa0Lf8wt8,0.203791469
Little Things,One Direction,0TAmnCzOtqRfvA38DDLTjj,0.791666667
Certain Things (feat. Chasing Grace),James Arthur,5zvJELVKAnPkscGc5aLKJI,0.780193237
Running Low,Shawn Mendes,2ePgwid1o7NKDpUmNGC69b,0.422857143
Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,0.717073171
Sorry,Kensington,07uuo1yEND3oinbFZnYOvx,0.315436242
Crash,Conor Maynard,1x8HxCXwPCLeuITTb4lF32,0.864516129
Speeltuin,Marco Borsato,4PcT2hhgYrdTbJQKxlmcZS,1
In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,0.824925816
Can I Be Him,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,0.714285714
Leave a Light On,Tom Walker,6lOWoTqVnAWXchddtTH31W,0.483985765
You Let Me Walk Alone,Michael Schulte,07qlsG6DYRLBbovwca9Vbr,0.804444444
Jealous,Labrinth,4G92yYrUs0cvY7G41YRI0z,0.385869565
Act Like You Love Me,Shawn Mendes,4hTpxQ2ddv12Owtz2GnOAz,0.803030303
Always,Gavin James,1w0qg01gZLzPPH5R0cTCuW,0.19760479
You & I,One Direction,2afCBiru10AFckfOa49wIa,0.669811321
Does She Know - Acoustic,Astrid S,62VsUCnTdvlMj3HzJfB3jb,0.527777778
Nothing Like Us,Justin Bieber,30Co9eN7JHPf1i2wEyVSMJ,0.844621514
Safe Inside,James Arthur,5ooilrQAnOJbUjq7IDm8lY,0.844
How Could You Leave Us,NF,10bt2wAkFgCWRCEOyAyWT9,0.524271845
You Say,Lauren Daigle,6Up545NUflOiXo8cEraH49,0.556701031
Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,0.545454545
Consequences - orchestra,Camila Cabello,1ArLnG0bHaHPXqf08sEKM0,0.765327696
Piece by Piece - Idol Version,Kelly Clarkson,3KbFtYPyVP6C7BQVgH2cCf,0.849056604
Praying To A God,Mr. Probz,3NWCPJllg1v12ElS4eQMKV,0.880658436
Sorry,Aquilo,6MXJdqTuSDXkG21JHWiGko,0.249070632
Sin in Your Skin,Aidan Martin,07O3JR3PRzTaNwYwNFpxDe,0.329355609
Make You Feel My Love,Adele,273QnyCvJB65rScHJ1nPZb,0.689922481
All I Want,Kodaline,0NlGoUyOJSuSHmngoibVAs,0.82437276
Everything That Isn't Me,Lukas Graham,5ssuMBqBwZbxN8BCIX5sLo,0.637640449
Nightlife,Axel Flóvent,4xCWHPYN4IVVjWrLXMPOpT,0.75
Stone,Alessia Cara,5TDxhVHsd9AxcWieCsYtcs,0.536144578
Last Letter,Witt Lowry,1Ft4ElVlSQEo8ExFAuj6Sa,0.616858238
12:45 - Stripped,Etham,4edtsBlaX23OPYmhA4R0GP,0.5
Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,0.798507463
Lost Without You,Freya Ridings,3cWI6Hj9LQ0MfMuhw9uSMc,0.398648649
I Can't Fall in Love Without You,Zara Larsson,4VPXFi4vFTtS9wHe6oMQaT,0.296213808
Stay,Rihanna,0GNI8K3VATWBABQFAzBAYe,0.588235294
When We Were Young,Adele,6O5TrlFWTYvznd9fMC0VvU,0.642066421
Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,0.337078652
Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,0.355371901
"i hate u, i love u (feat. olivia o'brien)",gnash,7vRriwrloYVaoAe3a9wJHe,0.447432763
Dit Pakt Niemand Ons Meer Af,Kim-Lian,6h8U6GmGRLXAUr0qXzL4lv,0.391304348
i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.63362069
Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,0.561594203
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,0.085470085
Time,NF,6MxMqCgqmekcr0VwSU7AVH,0.448275862
It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,0.749340369
Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,0.679715302
Samen,Snelle,3BHEy4UF8eHRRSi9fpNwak,0.329268293
you were good to me,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,0.713527851
Be Alright - Acoustic Version,Justin Bieber,7omCJ8LK58BHemymKeNwww,0.900398406
The Whistler,The White Buffalo,6vEOGkSNICBhNIO0C8dhWM,0.464387464
Dead Man Walking,WAR*HALL,7zBYwlplSr7GhLxFIyG6UG,0.409090909
Outlaw,The Phantoms,5EdP1FAmr4b0EEQuEP8Q4m,0.694006309
The Curse of the Fold,Shawn James,6ruydMg4OckIN2kxCvGaHz,0.467353952
Slow Farewell,Raphael Lake,2PFtpT5BuhGekMGVrUZOVP,0.41046832
Devil’s Gonna Come,Raphael Lake,3vPGtuqpidcbRhvX7SAGrQ,0.1
I’m Hunted,Raphael Lake,04PkB7cIUH68ZS4eJkI4zj,0.540650407
I’m a Bad Man,Nine One One,1bzpeB0U0zwZkWzfRDjwl6,0.131736527
Coming With the Hellfire,Nine One One,2667xPN5GCNrZiTVpMBIlZ,0.41954023
The Devil Inside,Daniel Murphy,27qo5d300uhHFC4rmgCeoc,0.096491228
Grave Digger,Blues Saraceno,4NFzce1mEWP01qTtHhsmgo,0.463276836
Dogs of War,Blues Saraceno,08PjS6opdc0vLlaf0Z7YIl,0.226415094
The River,Blues Saraceno,1kmbMgdH81XirPnEuGQ2by,0.275280899
Evil Ways (Justice Mix),Blues Saraceno,2J9jt3JJXCt6SR7MxLcME7,0.552763819
The Railroad,"Goodnight, Texas",7mkemk33kdLQvrkIpRkWWd,0.234042553
Fugitive,Raphael Lake,71YvwbRy7AO1wVXPa4wUjF,0.044554455
The Fence,Red Beard,5XKDfj90SWDREVBmN6BfeF,0.48989899
Young American,Snakes,5yhNyemmCPNyAqG6FX8VzD,0.409574468
Mother of Earth,The Gun Club,5IXLIpqFGe1PVTIjVi2lYR,0.517045455
Among Sinners,The Smokey Crow,5W7TSOUl63eatgDNicAZZV,0.577205882
Diggin' my Own Grave,Nik Ammar,6NdJ3apG9jE5BM6mSF4R9E,0.190871369
The World Is Gonna End Tonight,Dan Romer,46UhMQh0Jw8WRZjC6ur3Pj,0.333333333
Axe,The Steel Woods,4WCe8syCgpfxGb3KFCvBWk,0.41958042
Ghost Train,North Country Gentlemen,7IubiI0cRwwMjEWdMBGzAM,0.230769231
Black,Kari Kimmel,2g6BvZlBNESRZKQkbXnTZh,0.535353535
Let the Rain Come Down,The Steel Woods,7aQWQSrLhPuRbHUewe6HLB,0.433566434
Welcome to the Fire,Willyecho,1wybXxUeY5yj4Zi7d6jAaW,0.571428571
Judgement Day,Blues Saraceno,1kGPtEo6YYOpePlgrGKeNX,0.36318408
Rain Down,Robin Loxley,2aKYCxVLeSC4nrUgoqsx62,0.853932584
The Burnin',Nik Ammar,0zam0zicDzJstVeXMuGUtP,0.388571429
Symmetry of the Cemetery,Tombstone Three,0H6D0Av4IzK5iAZzVNkkbr,0.520930233
Guilty Man,Nik Ammar,5voIB7os4DylD6MTIGuBnT,0.210084034
The Fear,Robin Loxley,7MroDMWkywxOObmfOwsXm1,0.1898017
God Will Cut You Down,Robin Loxley,6XsWkvm8BqZuuJpug7N5tm,0.337423313
NOT A GOOD MAN WALKING,Liam St. John,679ZxPQna36dJmMRvhFwU9,0.282157676
Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,0.604477612
The Gambler,Kenny Rogers,5KqldkCunQ2rWxruMEtGh0,0.409090909
Hurricane,Luke Combs,6xHI9KjUjYT0FPtGO8Mxa1,0.807228916
I Hope,Gabby Barrett,23T0OX7QOiIUFShSzbJ5Uo,0.878186969
You're Still The One,Shania Twain,1wb4P4F0sxAQ2KXrRvsx6n,0.926086957
Jolene,Dolly Parton,2SpEHTbUuebeLkgs9QB7Ue,0.825
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,7nVQ8mo77KaUvhUQzh4vMy,0.576086957
Why Not Me,The Judds,6BkK5Dsu1kTne7Cn6EyYex,0.942528736
Need You Now,Lady A,7GAaTpSoTWUTbP2Yxlt4Hd,0.325
When You Say Nothing at All,Keith Whitley,1G60o2g78glgxC0No8SsvQ,0.9
She's In Love With The Boy - Single Version,Trisha Yearwood,2ulBBx6YQ3qY3ci34RadtN,0.688976378
I Fall To Pieces - Single Version,Patsy Cline,6zFsz86nAj5gcvzyVqNL3k,0.80794702
American Kids,Kenny Chesney,1dgWTMoHwTUnQhOQ8SR5fV,0.550387597
The House That Built Me,Miranda Lambert,02eD9ymfJOJOhM97HYp5R9,0.656050955
Fancy,Reba McEntire,0FtV0YbnnjD7PXpLHFHPhn,0.61452514
Tequila,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,0.559006211
"Heads Carolina, Tails California",Jo Dee Messina,6Lmx6bz3PGYuNSjKMnYBOa,0.512605042
This Is How We Roll,Florida Georgia Line,2iT8p5HHGZoIgFME97V1fd,0.905982906
As Good As I Once Was,Toby Keith,7G6l2FtQyRhQgYgut2I6i8,0.445887446
Strawberry Wine,Deana Carter,3ODF56f90W3qxDqxHAUi3v,0.75
Somebody Like You,Keith Urban,0b9djfiuDIMw1zKH6gV74g,0.909348442
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,0.581395349
Carrying Your Love With Me,George Strait,7puxIVNdj5nsBJk43zM3bH,0.911392405
Live Like You Were Dying,Tim McGraw,7B1QliUMZv7gSTUGAfMRRD,0.685483871
Why Don't We Just Dance,Josh Turner,2p07VcUwRZ5sru3mJ0JogS,0.538461538
Kiss an Angel Good Mornin',Charley Pride,37GWhu8R61gTStMvVQfDuE,0.845744681
This Kiss,Faith Hill,5EYWGM3Ns3iYew8ws0FatB,0.92033543
Achy Breaky Heart,Billy Ray Cyrus,2EoIt9vdgFRNW03u5IvFsQ,0.197183099
Blue Ain't Your Color,Keith Urban,2CxmktXqJwP9KZv6WJtZCm,0.625
The Night The Lights Went Out In Georgia,Reba McEntire,2MiXC2LfpsoeUP5RvMGEQ3,0.354368932
Watching You,Rodney Atkins,5OusUgzHz6Ulb3GZT7WUo5,0.810218978
Here You Come Again,Dolly Parton,6H7nDglS6xWpRidbhMwI2L,0.716129032
Don't It Make My Brown Eyes Blue,Crystal Gayle,7Jpclr7tZ6aQXjoKzWXUJV,0.180555556
Burnin' It Down,Jason Aldean,4f3ocvNFdJMmGP04kskM2J,0.825581395
Just To See You Smile,Tim McGraw,2op0kDNARK2VHWHntEeH4g,0.660465116
Don't Rock the Jukebox,Alan Jackson,3oyByfBYegVEDwYyqx9pRd,0.384615385
Automatic,Miranda Lambert,0B0y2FImat9j9MJTNRZWfW,0.822222222
"Jesus, Take the Wheel",Carrie Underwood,3lec3CzDPAxsZokPph5w87,0.585185185
I Will Always Love You,Dolly Parton,6nRvgo4ySezQKD1D7NIqAu,0.982646421
"Love Without End, Amen",George Strait,4pFNWAU8e8F32NQkMyLAZi,0.7
Just Got Started Lovin' You,James Otto,4b0XF7CDpJEBAdVHMw7amV,0.692946058
Ain't Nothing 'Bout You,Brooks & Dunn,6CkydK3NOAMScIhViRzXoB,0.79916318
This One's for the Girls,Martina McBride,01CnYyPXMFRzOFVQBU8WMb,0.819148936
I Swear,John Michael Montgomery,7wIaLkbQzG6HMnE28etnif,0.528248588
19 Somethin' - Greatest Hits Version,Mark Wills,0ElpjZyX8YBiXuYcDC1Ci9,0.29468599
I Cross My Heart - Pure Country Soundtrack Version,George Strait,6FHXJu99aQAUnivEjPhuUR,0.5625
That's What I Love About Sunday,Craig Morgan,1fmi1hOBtH8xfUiWz4LVtE,0.861818182
Peter Pan,Kelsea Ballerini,2wqXQjOmQ9KoBm9Ssgt4Fo,0.485549133
Act Naturally,Buck Owens,3JWEMzwpcWCvu4Qw1BIbYi,0.717171717
Don't Blink,Kenny Chesney,6reuJxDtjebwc9FB6rNpp0,0.766990291
Daddy Sang Bass,Johnny Cash,15TITugVC8RrpLctHXOqT8,0.519736842
Big City,Merle Haggard,7MYCBhcWtRSJ7YXTfIHlI8,0.5078125
High Cotton,Alabama,2KEu2z1f7TakR3KY4jGLzl,0.744680851
"Love, Me",Collin Raye,5cCLKP66G2PJEorzYQVXHR,0.775700935
Islands In the Stream,Dolly Parton,6apPqjW8ezpKEicAkkBlvO,0.473214286
You Look So Good In Love,George Strait,5BYOLEoFD1fWokKncxz7BQ,0.920308483
When I Call Your Name,Vince Gill,5g12xHasIIOu6rNGQ933qT,0.352941176
Fightin Side Of Me,Merle Haggard,3gP4z9Muyf51JdDyN91upf,0.076388889
Pickup Man,Joe Diffie,3QvOV1QYPPre7gjppKyeON,0.714285714
Killin' Time,Clint Black,3otZLoLcx2d74hx8RaHXh6,0.434782609
Every Which Way but Loose - 2009 Remaster,Eddie Rabbitt,73xcnqBwjnGwAlrfBomLP3,0.637583893
Mind Your Own Business,"Hank Williams, Jr.",4raGevWiW8i1gactXulebp,0.783783784
Should've Been A Cowboy,Toby Keith,18BajNiyvH6GpYshB0unrm,0.591240876
"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Waylon Jennings,4WScDSwAa9m48pgHugVkCo,0.58411215
Lost In The Fifties Tonight,Ronnie Milsap,1p7hfw8melMsCbaaX36C0v,0.5
Don't Let Our Love Start Slippin' Away,Vince Gill,2G6pvEfrwrJZS6NgqS3DqX,0.844380403
Black Sheep,John Anderson,5EPQbU0wk70Btiu9onZR48,0.845238095
Have Mercy,The Judds,5toaXJWnmQCnGRh8eOrEwE,0.423423423
My Heart Skips A Beat,Buck Owens,1jGa3ZVWNhqes22ZoVBfOJ,0.741935484
Hello Darlin' - Single Version,Conway Twitty,6vmAgl2y9MpoZKrVUXrPe5,0.578313253
The Good Stuff,Kenny Chesney,1sR3kJi14jA8Gau3a0yXAo,0.78440367
Teddy Bear,Red Sovine,50hbhWWZ5b36hC6x7dh4bP,0.685714286
It's Just a Matter of Time,Randy Travis,4ON9pkEiboV83FUHkeIxGp,0.920353982
Joy Of My Life,Chris Stapleton,4EuaDcxHmHKS6gZ5iuGba0,0.930921053
November Air,Zach Bryan,0u9NVrPqUINrHIFCuPOnYm,0.592039801
Leave Me Again,Kelsea Ballerini,5r4sq0H3vzRIqnI7yystIo,0.9375
Swimming Alone,Liz Rose,3rGe3ed1wHvPNgAlwNO686,0.536585366
"Cairo, IL",Natalie Hemby,36S4cmtCiqFx3ywMpfSBDT,0.522580645
Burning House,Cam,2zhk0kypGeOPsaaZcjyc14,0.322222222
Two Story House,Lainey Wilson,1OfA15M48QXwN2n92m7qE2,0.892156863
If We Were Vampires,Jason Isbell and the 400 Unit,250RLekaiL1q9qZer975Eg,0.668674699
Call It Dreaming,Iron & Wine,1MxHIIzcTeFnaNsDGY3pfj,0.638743455
Mountain Song,Flatland Cavalry,2mDdkeVuUsyIepwzLCxuu6,0.790909091
Whiskey And You,Chris Stapleton,5aDK0TurEtiedVdT0a6k9a,0.279863481
You and Tequila (feat. Grace Potter),Kenny Chesney,1t2hJFgJyUPD2crOafMUEk,0.279151943
Never in My Wildest Dreams,Dan Auerbach,3MJov5mT64K42o1Rffhblq,0.848275862
People Change,Mipso,5VYOUBkObeGOnCt30YDTJ3,0.730215827
Front Porch,Joy Williams,5sVyefkGgQeYCgnqr4KslQ,0.8
Autumn Town Leaves,Iron & Wine,6HbxpoChDH9ThadFOSAnma,0.593984962
Wait Up For Me,Amos Lee,1pLbS57mLE8iG4njSQIAtX,0.52970297
The Only Boy Awake,Meadows,4tRt91OQSbE9eFA3RwgqSd,0.5859375
Sleeping Alone,Flatland Cavalry,7Jv0DExnLwItv5yVTBWelP,0.607407407
Where You Are - Acoustic,Tenille Townes,4OrDWRw53W0rp1Lps64OFb,0.654135338
I Ain't Ever Loved No One - Acoustic,Donovan Woods,2z3HKlpENvfz1Am2MNF2pL,0.398843931
I Forget Myself (feat. Darlingside),Henry Jamison,1Exrzr80BmEOw2rMcRnjwh,0.333333333
2016,Sam Hunt,5ehN5A3B3lDwmFCYO63Wk6,0.640692641
WHAT I HAVE,Kelsea Ballerini,3MAsvuKpI0k45dWmaYKSnl,0.646090535
Lost in Your Love,Music Travel Love,6rNQl7PtVwGEEF0PuauOAr,0.45
Small Town Hypocrite,Caylee Hammack,7Bpivl6q9y2FgSp1nr5MZ8,0.426900585
The Time I've Wasted,Lori McKenna,1JtvwshkJMxfm4oRhJp93C,0.239669421
Forgiveness,David Nail,0uEqGj52IUFOcVXb4nK0sz,0.789883268
Girl Goin' Nowhere,Ashley McBryde,2lyEpuvVOnNGzV5c89Vnpf,0.755555556
Run of Good Luck,Rob Baird,4Px5YO3pRfrswEkVWxXhz8,0.733606557
Louise,Mipso,6iAu1ZHWQT8VmSQWZM40m7,0.496598639
Eyes Fall,Ocie Elliott,1i7xvrUa72MKMhnQcYSZxx,0.693989071
Wings,Jackson Dean,0UU1opJqwJtFvHpCrWK1Mq,0.729508197
Roadtripsong,Abby Cates,1VdYCnBFBCY9OV466jF6Q0,0.574144487
In His Arms,Jack Ingram,221KYcs5zXX4ew6f8mumse,0.677042802
Sunday Drive,Brett Eldredge,2TIdEu4aruzo33MTEUDGcf,0.712328767
hookup scene,Kacey Musgraves,59hAttZ1StpkVPD8u2i1MM,0.465116279
It'll Work Itself Out,Donovan Woods,1S0VsP2UnnOudyXtzwkVNE,0.210526316
Far From Home,Aubrie Sellers,54tkmrvf1ejo3ejAHuVgq1,0.58411215
Dreams - The Campfire Sessions,Sarah Darling,0dZeiSrApr5SAkrH5rQaRH,0.5625
MARILYN,Kelsea Ballerini,6XKJyrLsAJh65mQCWttTtg,0.771428571
The Love That We Need,Hayes Carll,31dEh1OeZGv61RZzDIixue,0.597457627
A House Made of You,Michael Shynes,69ZO6imfpWPajcjFeU5kNI,0.600775194
Bulleit Blues,Sam Williams,6tEVS3afsZXcv4Q99aEfN7,0.751445087
Love You To Death,Chord Overstreet,5xQTEPjGsLuvwnnvyK3fAA,0.595238095
Asking For A Friend,Devin Dawson,5mXOdtyPOL6GEuZdCyHSsb,0.681818182
Wild Honey,Anna Vaus,2ekYJOliaYZ2zUb3XlLs5V,0.4
The Captain's Daughter,Alison Krauss & Union Station,7tAmmKQz5aR8B7aFuhRkab,0.309711286
Dancing Shoes,Green River Ordinance,3Y6BuzQCg9p4yH347Nn8OW,0.857142857
Nothing Like You,Dave Barnes,52GgfKWo0tdSbq8trVhgUj,0.957983193
Coming Down the Mountain,Mipso,3ogA3HTz2gSGTX8f135LJ5,0.805970149
20/10 TN,Tucker Beathard,3lF6cdiWGp8xjoHmL1ChxV,0.458677686
Where the Heart Is,Brett Eldredge,4qaBHFw6eN6Oxa7gBXOvxv,0.727272727
what do i,Emily James,2rtdxI8tTfBfPk6D28YSUv,0.352941176
Supernova,Caitlyn Smith,66xwYKVQrraFqAwHyCDGao,0.430232558
Without A Word,Sara Watkins,6NTIKfyWCP3Nm2zWB16o88,0.589285714
Find Me Here - Broke Down,Tucker Beathard,5gMiQ72iAqzzqWqrKvTWbO,0.643410853
Home To Me,Jeffrey East,0aE6UUxRrKXQPL4f24PhDL,0.316901408
Cheap Suit,Jeffrey Foucault,2yWTcrs09YISrT3yXZB5Bp,0.637254902
half of my hometown - ballerini album version,Kelsea Ballerini,3YJOCGSlrb78vNwu6meBSf,0.516129032
Sunday Best - Acoustic,Smithfield,05MAs5o6TxAmADc3JJmkv9,0.661354582
Cowgirl,Nelly Joy,2KeIYazn8x4IobcS1aXram,0.607329843
Wild Honey (Acoustic),Anna Vaus,5yP0mhRJkEEzGlCQLyC9Mn,0.62
Because Of Yours,Jeffrey East,71gcKI3CKHIrkJPkk20USG,0.772222222
War,The Dryes,1UxeYs0x9oyJtCpmH0QbvL,0.401162791
This Town Still Talks About You,Natalie Hemby,7yPmspgKN5MPOVlyAWFtsa,0.890243902
Heartland,Hailey Whitters,5o0hAYrXcdGYUlDC8j3x34,0.803921569
Pretty Hands,Jeffrey Foucault,0daO3mhf7lmqH1vNsGEFCJ,0.701754386
Better Than That,Ian McConnell,3doRPkGBQUl1ukOGagcFVs,0.578125
End of the Rain,Jason Blaine,3ZzPTO2Qbo6cI72DBjOLep,0.766423358
Every Little Honky Tonk Bar,George Strait,1OfEfwXp9IKC5qRTtiGUWg,0.294117647
My Town,Montgomery Gentry,51bNXhI8t5rH47BJLhK5Ed,0.784
Take A Back Road,Rodney Atkins,7B6m8tHAYZsOKOKMU5SR2n,0.5
Mud On the Tires,Brad Paisley,2rQyI7A1yTvTXJ9J4qFmmN,0.704
Where I Come From,Montgomery Gentry,10ps1I1sIMRNZW11eceN7W,0.246666667
She's Country,Jason Aldean,4cDWuDOQPJsnS88XKrkAFy,0.740458015
Does To Me (feat. Eric Church),Luke Combs,0nGXi46VcQQ56ZJR428MKS,0.643617021
Good Directions,Billy Currington,7GQjJEwqlp6m5HNWVQd6OR,0.582010582
It Ain't My Fault,Brothers Osborne,08wJ1B9yu9sPeoRa5fbpr3,0.353467562
God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,0.543010753
Some Of It,Eric Church,3d1qN7AHge6BXuVPutcpI5,0.507177033
Get Along,Kenny Chesney,6n6OQfBpCgzF9oEg8zhBN7,0.523026316
Dirt Road Anthem,Jason Aldean,7awFBRzXpFoy8YIm9zOb5s,0.651428571
The Only Way I Know (with Luke Bryan and Eric Church),Jason Aldean,1JbO4Uix3LXCSPGibnZbit,0.74137931
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0M7mWKqwTIaVjYyxfZmtTa,0.537704918
I Wish Grandpas Never Died,Riley Green,7Dxes6VnfbZYV0S2QTnVuT,0.904191617
Five More Minutes,Scotty McCreery,3qTmB5HxP9ilJaiM6B1yuk,0.779904306
Free And Easy (Down The Road I Go),Dierks Bentley,3JrD5PQbOAgGTKhts9Te6d,0.950276243
Goodnight Kiss,Randy Houser,27aDju7VAODvQYHWrrv6o9,0.898734177
Heartache Medication,Jon Pardi,5qdQPrWmZv8xYhMJCDrdHF,0.633484163
People Are Crazy,Billy Currington,5JnLiuMgRAWoHYOhatFP3s,0.58908046
The Ones That Didn’t Make It Back Home,Justin Moore,6Vmb8Ru0BvjWGozOVGApRd,0.850649351
Even Though I'm Leaving,Luke Combs,5Fhe63YOMZsGdB3CgCDuBi,0.57480315
In Between,Scotty McCreery,2IuazAsyvbb3fFZb0Uvsmk,0.711409396
Love Someone,Brett Eldredge,43CFDpciGFDm226POTLEXU,0.940397351
Living,Dierks Bentley,54K7AZoGpQklpygKrxZlKN,0.726415094
Love Ain't,Eli Young Band,6uVzeU47Qzg0rrMneP5BNg,0.742647059
Yeah,Joe Nichols,43lL05gZ1DqG4YJ74rCPmM,0.918566775
Heartache On The Dance Floor,Jon Pardi,0w3Q14i073jLoew1hgJkwD,0.707317073
This Is It,Scotty McCreery,74CEfiZthUGX5yUNNUM4bj,0.8
Mr. Misunderstood,Eric Church,79dlQxvdsCDApoM8XChkpy,0.289473684
Drink In My Hand,Eric Church,1cktZnxiONH0hR6Q3DKy8h,0.817073171
Church Bells,Carrie Underwood,67citk3uzWs5qbaIVKTeg8,0.65470852
What I See,LANCO,4BCak7YJQtL2cqScRwKVHq,0.942708333
Rumor,Lee Brice,56eGOeSsqdg3FLxdo83TwV,0.721428571
"Woman, Amen",Dierks Bentley,3nBXOlFTADNvG9nkqy2O2W,0.86779661
Up All Night,Jon Pardi,6qewYf1Su9xeaAp9iEQpUw,0.266666667
Every Storm (Runs Out Of Rain),Gary Allan,6s3dgEQgen7G85NtYUTEbD,0.652406417
Aw Naw,Chris Young,53Dj5PCDhb22qWqmre3YQs,0.255813953
Hard To Love,Lee Brice,6E9V9TRlVOLjenGjHemzEH,0.781609195
There Was This Girl,Riley Green,7grWGhX8SHNmyGOkMNVMCt,0.873333333
I Hold On,Dierks Bentley,01e8dGbulrphX8j3fZDQYk,0.888111888
Are You Gonna Kiss Me Or Not,Thompson Square,2TAcwD5KcV9uY3O1tLGV15,0.848249027
Colder Weather,Zac Brown Band,3U8dHeggJ8IBe0UCb1gbyB,0.505102041
Something to Be Proud Of,Montgomery Gentry,4D8uIY6Wzj7dJDaw0dW0UF,0.634482759
Somethin' 'Bout A Truck,Kip Moore,6Ymvlzom4TQeoKqAWsZRD8,0.548387097
Hell Yeah,Montgomery Gentry,6QUs5z2uEbSGZJpPGMfgQA,0.611721612
Small Town USA,Justin Moore,3RtA16IFjyhtg5oW8oUBeT,0.806818182
Boondocks,Little Big Town,3duP6mBVDsHM8ioN7o7dAK,0.486486486
Drinkin' Problem,Midland,1vBpwxsLVwaR4evBIaFmqD,0.355987055
Beautiful Mess,Diamond Rio,4klbnXXldFthEL0rfC5lD4,0.71291866
Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,0.581521739
Would You Go With Me,Josh Turner,1KhrAWvLIjRlQIJtSTgvsi,0.83974359
Sunny and 75,Joe Nichols,1rGLPyb4LMojT4wpxiZTp8,0.935064935
Everything's Gonna Be Alright,David Lee Murphy,2NEBP8SXEqwZt2PRdPXXuy,0.739463602
Country Boy,Alan Jackson,5RuCWf4bJC0rqA05b7nWfd,0.868131868
Something Like That,Tim McGraw,6leiB1fEsTnVCuPiielde5,0.538071066
Kerosene,Miranda Lambert,2yhhcHTfvLC0HzSajGYL0h,0.604810997
Feathered Indians,Tyler Childers,2tgQaL85WoRfgEa4hFQgrE,0.701754386
Farmer's Daughter,Rodney Atkins,5zGqTc1WQUe8XqqdnrpKTV,0.93902439
Save a Horse (Ride a Cowboy),Big & Rich,5s7m2xNZWgz5FqVSIvJcGA,0.929032258
Redneck Yacht Club,Craig Morgan,4etE2X6t7GmyiuYLIdI8H5,0.764705882
Hangin' On,Chris Young,6CyJlVAEFlNdpggOLanytL,0.882352941
White Liar,Miranda Lambert,08NPIspzvBNj88lHalgA4V,0.494623656
