song_name,artist,pos_percent,spotify_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Here We Go Again,Oliver Tree,0.20754717,3WsbAGQt6HgTj9kg6f466M,0.00676,0.552,0.945,0.000174,0.0556,0.0561,0.384
GTA,HÄWK,0.661111111,39c9yG431efxO9v0DjpBCD,0.0507,0.8,0.946,0.096,0.254,0.0655,0.802
Lay Low,Tiësto,0.607717042,0zKbDrEXKpnExhGQRe9dxt,0.0607,0.534,0.855,0.000263,0.346,0.183,0.42
Say Goodbye,Willone,0.542713568,0dK2mrFT0MKLWyUpiA4EHi,0.000159,0.567,0.986,0.431,0.374,0.0501,0.342
Blue Nitro,Kura,0.7275,1oXS5eSD7ATYGMu8LlEc98,0.0813,0.785,0.745,0.315,0.129,0.0527,0.0737
Rumble,"OH, HAYIR!",0.294520548,3XfPyqAldGwHtxCRUhUoBz,0.162,0.762,0.919,0.139,0.325,0.099,0.254
Look At Me Now,Guy Arthur,0.489655172,2v33kJNV51EOSJKSLRUKXd,0.000298,0.679,0.97,0.0319,0.376,0.301,0.433
Ready To Fly - Sub Focus & Dimension,Sub Focus,0.95505618,0a2cA9H6KuOsoHLCnjl6YL,0.0485,0.485,0.969,0.664,0.192,0.0561,0.448
Yeah The Girls,FISHER,0.512820513,2ST4u9GusI2ddDfuMvXA5l,0.00117,0.755,0.968,0.773,0.103,0.0424,0.785
In The Shadow (feat. Kris Kiss),Luca Testa,0.571428571,3yoKuBCrUxURqPM0K6HKJg,0.0177,0.55,0.905,0,0.127,0.049,0.405
Believe (feat. Goodboys),ACRAZE,0.428,6h5y2LCqCQudsCarn61CNE,0.00519,0.659,0.873,0.000155,0.172,0.0449,0.362
BASS GLIDE,AYYBO,0.64,2K9aKWIqTlv2tEsb4mptJj,0.225,0.839,0.874,0.566,0.0731,0.0919,0.717
Finally,Carlo Astuti,0.647619048,7pyiz8j9NxUa36Ep8oGStr,0.0486,0.653,0.869,0.000858,0.142,0.135,0.406
Eye To Eye,Lucas Estrada,0.49122807,6wJJSeYggU23fFSiZoWj4U,0.0116,0.79,0.856,2.90E-05,0.0342,0.065,0.801
Body Move,Matroda,0.527881041,1UyYIqE4bTokxEK0DUpzTM,0.053,0.842,0.914,0.00128,0.0593,0.135,0.388
Bel Mercy,Jengi,0.873015873,1635wWSdp29PO3GxYhy991,0.458,0.941,0.753,0.61,0.109,0.0905,0.681
Way to Hell,KEAN DYSSO,0.591093117,5CJBSsRoUrPRPgBi3UXfpB,0.0207,0.841,0.862,0.811,0.0852,0.151,0.729
The Business,Tiësto,0.746153846,6f3Slt0GbA2bPZlz0aIFXN,0.414,0.798,0.62,0.0192,0.112,0.232,0.235
Feel That Way,JOSH,0.723809524,1ZerH0o2X6qqgeP3UzwQuD,0.000413,0.859,0.826,0.545,0.382,0.058,0.596
Hey Siri,Reggio,0.858085809,393Euh5ggkpDlqvYQkR3k5,0.00496,0.88,0.858,0.153,0.232,0.0762,0.772
I'm Not Alright,Cartoon,0.149501661,3U1fwI0EVrHjbP5DEXRiqv,0.00304,0.612,0.96,0.0656,0.0765,0.0327,0.365
Got Me Bad,ILURO,0.418181818,3Fkrwj4QDY0UpRz7Id8X0x,0.00755,0.822,0.783,0.0027,0.121,0.153,0.417
Remember (feat. Stevie Appleton),Sonny Fodera,0.561946903,5Cv9UBYh2VkiCspwh4Wog5,0.101,0.655,0.89,0.0149,0.488,0.0611,0.328
Your Love,Marco Nobel,0.551401869,6qzo4iEdCsVcydvsoJP3IP,0.0483,0.697,0.834,0,0.12,0.195,0.528
No Diggity,HÄWK,0.274509804,65nn7e1DOFh5MRHHQ7GWBi,0.016,0.809,0.777,0.83,0.0721,0.0498,0.436
Counting Stars,Harddope,0.861842105,22m1r8fbOK47fjxE00VJA6,0.27,0.515,0.786,0.000699,0.32,0.141,0.518
Nudes,Flakkë,0.530821918,6mjCVjYkqyo4IG4nMhlpD2,0.0142,0.657,0.875,0.297,0.121,0.0615,0.549
Disco Inferno,"OH, HAYIR!",0.430167598,7sm31iI2gTlbCWlzT1mveN,0.134,0.63,0.803,0.431,0.0788,0.203,0.373
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,0.450617284,14ngWWxvUSnIMXgF6rzSk1,0.0247,0.798,0.828,2.55E-06,0.121,0.193,0.6
How Deep Is Your Love,Braaheim,0.621621622,2OhhNGnu3nMZ7oLzECqZ0P,0.147,0.651,0.869,0.00295,0.133,0.0655,0.381
Keep Saying,CARSTN,0.522123894,6Q6Dof2Dy10vXuW1xAuCrH,0.18,0.753,0.811,0.000157,0.147,0.0356,0.625
Pump It Up (feat. Bright Lights),JUDICI,0.604316547,0GiwV6v3AgJfdu59tj719Y,0.203,0.899,0.894,9.95E-05,0.0606,0.222,0.654
Six Pack,Sophie Francis,0.738095238,4tJuE3DkooytN4I05YzyTr,0.000357,0.758,0.885,0.0058,0.124,0.0707,0.711
The Underground,Raptures.,0.255319149,51xboJA4mQ3EfMGcjkZX3o,0.0519,0.79,0.908,0.597,0.251,0.101,0.267
Body - Dzeko Remix,Loud Luxury,0.651376147,3ATwxbyPDsZWvlBdnyKNPQ,0.00819,0.654,0.947,0.000164,0.126,0.0553,0.653
Drive (feat. Wes Nelson),Clean Bandit,0.631336406,6eCmK3GQyFuTNWCJHsaF9d,0.0624,0.81,0.571,1.63E-06,0.094,0.085,0.771
In The Shadow (feat. Kris Kiss) - Hard Mix,Luca Testa,0.571428571,3G9tzz16D3xbyA0etsn0Ur,0.0316,0.582,0.885,0,0.125,0.0577,0.286
Marea (we’ve lost dancing),Fred again..,0.219959267,1t0Jmqg1pKVBbxjQFZebeR,0.0681,0.761,0.781,0.108,0.0607,0.141,0.473
Bad Call,Jordan Rys,0.624413146,4LNGkGHDSZiwl1vEdxo6vC,0.0267,0.672,0.929,3.37E-06,0.17,0.0586,0.65
Cold Heart - PNAU Remix,Elton John,0.171821306,6zSpb8dQRaw0M1dK8PBwQz,0.034,0.796,0.798,4.19E-05,0.0952,0.0317,0.942
Melody,Sigala,0.629310345,6Owc2SuzwO3LW1SAODYK3l,0.0231,0.63,0.91,1.91E-06,0.125,0.058,0.525
Show Me Love,Jenil,0.623145401,0LGWB4tRfoMrdgqB7jQ1EM,0.405,0.656,0.935,3.05E-05,0.151,0.12,0.277
Where Are You Now,Lost Frequencies,0.876344086,3uUuGVFu1V7jTQL60S1r8z,0.515,0.671,0.636,0.000411,0.172,0.103,0.262
The Wall,Alok,1,0Qp1IH1EkRCNabfgzxNMUT,0.00953,0.682,0.91,0.0673,0.0732,0.0431,0.536
HUMBLE. - SKRILLEX REMIX,Skrillex,0.282608696,65ES1qwOB577ZnTkizMXJJ,0.00794,0.901,0.934,7.68E-05,0.194,0.273,0.868
The World Is Mine,ConKi,0.446153846,4M9kHcpZQZNzRnAhIQ1YLM,0.0082,0.736,0.711,6.66E-05,0.168,0.0625,0.317
I Don't Care,G+UNENBERG,0.575581395,7sZSM5h0RAxlahOTgSq7eN,0.052,0.663,0.84,0.00183,0.406,0.0369,0.879
Don't Be Shy,Tiësto,0.829710145,0bI7K9Becu2dtXK1Q3cZNB,0.198,0.77,0.787,0,0.262,0.0583,0.513
Feel,LUSU,0.494505495,59vKu0ACNsLULxRkqbiPKu,0.00644,0.6,0.985,0.945,0.0677,0.052,0.131
Seven Nation Army,The FifthGuys,0.103658537,4TYtTnLsCL1N2iFipRwkNL,0.00897,0.767,0.928,0.0759,0.389,0.205,0.156
Midnight Sun,Chris Burke,0.587912088,1IOrfhcgO2CxaT7a7Nq0FF,0.0307,0.862,0.842,4.16E-06,0.171,0.092,0.409
If You Really Love Me (How Will I Know),David Guetta,0.681818182,1V7bZ9gEIwFQpm8yGxRHNA,0.0512,0.692,0.883,0,0.228,0.0582,0.614
Phase,KESLR,0.452554745,3I6OqiGPTjEhlOgqgjPiGM,0.0143,0.713,0.877,0.015,0.185,0.0735,0.353
What Would You Do?,Joel Corry,0.952830189,1D2ZNECRd7KIlA4pyOUGsv,0.149,0.687,0.895,0.00592,0.121,0.0474,0.686
Turn Me On (feat. Vula),Riton,0.877675841,0qaWEvPkts34WF68r8Dzx9,0.0149,0.737,0.828,0.000588,0.0862,0.0396,0.517
Vamos,Tom & Jame,0.212121212,6uzLxWGp53i6QZQuKyk1Mu,0.011,0.688,0.808,0.4,0.169,0.0396,0.721
Yeah!,DJSM,0.87007874,5PIFxJpL63fh7qAyksfdzc,0.00621,0.796,0.933,0.00609,0.291,0.0838,0.661
One Day,Alex Martura,0.575609756,7qByKdqRDiRorCuUqYizj8,0.189,0.576,0.924,4.12E-05,0.0615,0.221,0.629
I Wish (feat. Mabel),Joel Corry,0.491803279,0YORgvqP1MotwCnDZzOwII,0.0896,0.686,0.856,0,0.0648,0.0426,0.733
With Us,Hoober,0.596685083,0h5hj2DLymMFFRxnotcc3w,0.109,0.814,0.701,0,0.327,0.245,0.558
Don’t Forget My Love,Diplo,0.70877193,2OZZpID4LgZ0GGm8XB99e3,0.0241,0.638,0.872,0.0159,0.118,0.0415,0.253
All Around The World (La La La),R3HAB,1,4HYUdQyUNZL1FMlPjRIGs5,0.479,0.733,0.859,0.0645,0.105,0.033,0.52
Hallucination,Regard,0.583333333,7y3c1oJMY1CwwtOZ84Qovu,0.0121,0.687,0.788,0,0.358,0.0352,0.669
Hide and Seek,JUDICI,0.701107011,1JMYcTj9O6tjR3L9oxx4w1,0.00364,0.75,0.762,1.27E-05,0.207,0.159,0.427
Mood,rshand,0.024691358,6pUzb6rDCAzutmCk4PFTH9,0.101,0.734,0.811,0.775,0.29,0.074,0.304
JAPAN,Anthony Keyrouz,0.689655172,6KJ4rwX0hT3bWO953YEmpY,0.00079,0.715,0.888,1.99E-05,0.234,0.0461,0.688
Changed the Way You Kissed Me,Player1,0.422145329,1h0Qhypp7tLfJbr5JLWLuL,0.181,0.635,0.764,7.63E-06,0.372,0.173,0.391
King Snipe,Gucci Mane,0.419847328,0UMqDSXk4xvoCNRrIEPf7T,0.0103,0.818,0.526,0,0.146,0.277,0.531
Mad Max,Lil Durk,0.243362832,2i2qDe3dnTl6maUE31FO7c,0.0212,0.898,0.64,0,0.0919,0.255,0.68
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,0.616071429,1EJIcDYXwSqipW5dFe4uJz,0.000866,0.477,0.727,0,0.108,0.286,0.227
BackOutsideBoyz,Drake,0.496350365,0wshkEEcJUQU33RSRBb5dv,0.0407,0.849,0.433,0,0.388,0.316,0.395
Princess Diana,Ice Spice,0.505882353,4yzDNpEa75MSTypGg7tCAx,0.289,0.902,0.733,0,0.085,0.164,0.821
Look Alive (feat. Drake),BlocBoy JB,0.756410256,7165YDcOpr9yEypbdpU6fa,0.00104,0.922,0.581,5.91E-05,0.105,0.269,0.595
Ramen & OJ,Joyner Lucas,0.479087452,4TIqzdAssasqx3DAe6cG9J,0.492,0.597,0.571,0,0.093,0.293,0.165
Don't Play With It (feat. Billy B),Lola Brooke,0.317164179,6aGpM4DXts4pdRhVKbRYuk,0.00377,0.763,0.726,0,0.0719,0.109,0.327
No Friends In The Industry,Drake,0.503184713,2tUL6dZf1mywCj5WvCPZw6,0.0181,0.84,0.744,0,0.629,0.113,0.171
Taste (feat. Offset),Tyga,0.596412556,5IaHrVsrferBYDm0bDyABy,0.0236,0.884,0.559,0,0.101,0.12,0.342
Go Stupid,Polo G,0.330275229,4PklAHGXT5ityno3IA8SKd,0.0277,0.92,0.833,0,0.0596,0.253,0.645
Up,Cardi B,0.242957746,1XXimziG1uhM0eDNCZCrUl,0.0012,0.868,0.795,0.0193,0.0461,0.269,0.819
Not Finished,Lil Baby,0.447368421,2A0G0bPmlkUXUbvWqrAXzg,0.0123,0.785,0.524,0,0.365,0.122,0.0855
Never Sleep (with Lil Baby feat. Travis Scott),NAV,0.36318408,3GdWfmQBiiJrDUvSZS1bGv,0.00639,0.819,0.651,0,0.122,0.169,0.501
Back In Blood (feat. Lil Durk),Pooh Shiesty,0.65106383,7JuHVG3qQKQKxC4doneXVW,0.151,0.759,0.538,0,0.126,0.384,0.831
Nail Tech,Jack Harlow,0.607692308,62Yo3FDddWY8ydu6PW2wyz,0.00508,0.677,0.557,8.36E-06,0.0984,0.0694,0.1
Over The Top (feat. Drake),Smiley,0.539170507,22ruOqBqBRiZDiXFud4OXa,0.0493,0.833,0.498,0,0.119,0.117,0.259
Right On,Lil Baby,0.483754513,6ws54n2IzyrIxxyzlG2bVJ,0.0245,0.535,0.618,0,0.103,0.382,0.211
Bubbly (with Drake & Travis Scott),Young Thug,0.698324022,4KDNRh9Oor80z3XIxdWlui,0.0536,0.91,0.585,0,0.127,0.257,0.599
CHAMPIONS,NLE Choppa,0.767955801,7ezboaARv4FY1k0WFoINWC,0.171,0.647,0.65,0,0.106,0.0771,0.377
Sleazy Flow (with Lil Baby) - Remix,SleazyWorld Go,0.451851852,5cx7vkF8BQ0iOsVpfvZbnz,0.2,0.869,0.298,0,0.0753,0.386,0.178
On Wat U On (with GloRilla),Moneybagg Yo,0.526315789,2Q2mcoXVkioh4OBcL8mm4p,0.0444,0.894,0.528,0,0.108,0.466,0.2
F.N.F. (Let's Go),Hitkidd,0.539370079,1vrFJDrysqmsNAgyjBzx4f,0.0374,0.864,0.476,0,0.374,0.436,0.647
Detox,Lil Baby,0.544303797,7fSM2taFBEB1WNZl8AOIoo,0.027,0.845,0.503,0,0.116,0.334,0.416
Lift Me Up,Tyga,0.778911565,7bH9S0IHoM5kznWf1432zZ,0.0163,0.913,0.534,0.000875,0.269,0.0571,0.312
Time Today,Moneybagg Yo,0.335689046,0YrKSfpvflYnLSBd4Jtu6J,0.0458,0.912,0.608,0,0.248,0.397,0.327
Twin (feat. Lil Durk),Roddy Ricch,0.691176471,5B40Td13cDQ4adeAiLf8Z4,0.031,0.785,0.609,5.47E-05,0.096,0.186,0.326
Love For The Streets,Young Dolph,0.735294118,7k5lDslyLbcykzUOPGEdKR,0.172,0.799,0.733,1.70E-05,0.332,0.216,0.753
Backstage Passes (feat. Jack Harlow),EST Gee,0.709677419,2BSl2gSFHdzJAMus74qzNj,0.145,0.855,0.478,0,0.101,0.345,0.536
Blow,Moneybagg Yo,0.414285714,2g3qKijfeHfDyM7Fmaoi5M,0.0579,0.815,0.742,0,0.345,0.245,0.584
Rumors (feat. Lil Durk),Gucci Mane,0.599118943,0P2P1AxcRYhiZvoF5MyRmM,0.0499,0.688,0.842,0,0.241,0.264,0.416
Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,0.663043478,1BzXvBpIFWJgu0P8P6xmP4,0.266,0.671,0.857,0,0.668,0.292,0.597
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,0.386363636,3J4VKkUpLvomXJbn9ZAypO,0.00383,0.681,0.63,0,0.139,0.0385,0.183
HOME,Mike Dimes,0.223776224,1tIgeZloeOtSJrVx9WiArC,0.347,0.895,0.467,0,0.214,0.378,0.433
SUVs (Black on Black),Jack Harlow,0.597402597,1MIGkQxcdAt2lDx6ySpsc5,0.144,0.801,0.688,0,0.107,0.396,0.5
See Wat I’m Sayin,Moneybagg Yo,0.301980198,30vAfL9Wyu2fu07vdbZ1Xt,0.0324,0.936,0.497,0,0.111,0.41,0.364
24 (feat. Lil Baby),Money Man,0.672566372,7v96VvFLS0wSYT8kewNLRy,0.146,0.868,0.638,0.0565,0.0931,0.0736,0.459
Real As It Gets (feat. EST Gee),Lil Baby,0.43062201,7eX3um6NpOQKWJMGCi97XD,0.00471,0.779,0.705,0,0.0971,0.163,0.196
LIKE ME (feat. 42 Dugg & Lil Baby),Future,0.212121212,3gOL6mYIq19Oq8raxIntrV,0.00119,0.741,0.788,0,0.0957,0.2,0.307
REPEAT IT (with Gunna),Lil Tecca,0.469072165,21AJQhGZpujjZQXByZAXpr,0.0555,0.681,0.687,0,0.062,0.332,0.588
FULLY LOADED (feat. Future & Lil Baby),Trippie Redd,0.659292035,45M6MPP3yI5I1PXse40lpR,0.0168,0.658,0.515,2.15E-06,0.596,0.134,0.196
NO TRENDS,Mike Dimes,0.534296029,1R7IfLjtJ4B9kqjIqaEeVf,0.00893,0.73,0.726,4.42E-06,0.255,0.0655,0.731
AHHH HA,Lil Durk,0.356770833,54VFhe501kUbDYj2OrueMp,0.000114,0.676,0.61,1.73E-06,0.191,0.273,0.519
Said Sum,Moneybagg Yo,0.282608696,3sKz6Sd72K0ofPWcJPPk6H,0.0185,0.929,0.667,0,0.1,0.353,0.274
Shoot It Myself (feat. Future),EST Gee,0.69348659,6Md6lyVVoKWcOaSg8u1tDn,0.00189,0.798,0.471,0,0.154,0.125,0.11
BET,Russ,0.68879668,3TJTvFCoVZaWWTRuaIPkMl,0.229,0.802,0.42,1.87E-05,0.299,0.13,0.183
1 On 3 (feat. Rvssian),Fivio Foreign,0.46835443,5APTC8XAiHLn89cpgWqrWl,0.252,0.783,0.853,5.64E-06,0.0743,0.292,0.948
Bussin,Nicki Minaj,0.25974026,7lcI4X8RZxK4zIknJcwpBq,0.0576,0.893,0.699,3.02E-06,0.128,0.0517,0.747
ROOF,DaBaby,0.221621622,1zwvbkUqTozLnmIECvBfgs,0.0121,0.892,0.577,0,0.243,0.341,0.64
Scared Money (feat. J. Cole and Moneybagg Yo),YG,0.506276151,4heBcjj4Lw3X2sQVFNbLbz,0.0101,0.898,0.58,0,0.169,0.26,0.661
Wow. - Remix,Post Malone,0.490384615,0fcq51a3gOI6gPvzc0YLsk,0.148,0.797,0.64,0,0.209,0.194,0.486
I Be,Key Glock,0.496296296,3p4YmRsO7aOu8PUbwdN3OB,0.00813,0.905,0.724,0,0.329,0.237,0.361
Real Talk,Roddy Ricch,0.47133758,32ny2YtiR7zKi7PBjiQ5Iy,0.128,0.789,0.71,0,0.112,0.0681,0.188
THE REV3NGE,Joey Bada$$,0.643835616,2qvc0vB4AAW39DR9j6vXa1,0.0205,0.665,0.846,0,0.157,0.0686,0.44
Straightenin,Migos,0.607476636,3X2r2CnHOJeV5YekPTgBnK,0.0318,0.847,0.629,0,0.152,0.102,0.109
Have Mercy,Chlöe,0.728971963,5SixeLvPsYpk7qq9lo5xYg,0.297,0.903,0.535,0,0.345,0.0742,0.508
WAP (feat. Megan Thee Stallion),Cardi B,0.644628099,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,0.454,0,0.0824,0.375,0.357
READY SET GO,DSL,0.677824268,1W21s0BrdSacljVhTVKQ0E,0.00883,0.832,0.479,0,0.0749,0.211,0.672
Thot Shit,Megan Thee Stallion,0.162420382,5zNW5ARjYhJQJz1AChP33n,0.0133,0.95,0.693,0,0.173,0.0898,0.891
Anaconda,Nicki Minaj,0.225663717,5eqiMMbaeUZ32Q7sS00H35,0.0668,0.964,0.605,7.78E-06,0.214,0.179,0.646
Addicted,Tallia Storm,0.647619048,75G4cqBi6WUevXSB2wN3za,0.311,0.662,0.67,0.000251,0.11,0.0856,0.481
SPEEDRACER,Milli Smoke,0.530201342,0hh8EuBBEM0iPyK3mribrK,0.0154,0.818,0.597,0.256,0.165,0.111,0.489
My Type,Saweetie,0.579113924,5KBARWIxeMGkvUax9VtVC9,0.000677,0.899,0.811,0,0.0672,0.258,0.587
Conceited,Flo Milli,0.520361991,02nTpchENdZ4Nm8AfTmrFv,0.0634,0.978,0.683,5.88E-05,0.523,0.0981,0.419
POOF,DSL,0.271028037,3WocjH8HgPMUx2UtJzjU8J,0.000895,0.939,0.37,0.00255,0.127,0.211,0.137
ALIEN SUPERSTAR,Beyoncé,0.690376569,1Hohk6AufHZOrrhMXZppax,0.00453,0.545,0.641,6.59E-05,0.171,0.0998,0.464
"Like This, Like That",Samira,0.813148789,3F2dQOabfFV8YEjgpUN5nq,0.0296,0.684,0.661,1.70E-06,0.1,0.0339,0.316
Get Into It (Yuh),Doja Cat,0.766497462,0W6I02J9xcqK8MtSeosEXb,0.315,0.912,0.655,3.39E-05,0.0894,0.162,0.793
Fergalicious,Fergie,0.695652174,6Q44rxzH39y2tjic98Spo5,0.0576,0.906,0.584,0,0.128,0.316,0.831
My Girls,Gaby K,0.462962963,4iIt2dz8XMElbNEk7pdIH0,0.418,0.729,0.535,2.02E-05,0.0936,0.119,0.582
Blick Blick (with Nicki Minaj),Coi Leray,0.526785714,7LczcBaamU9pTkV4Cl9NyX,0.222,0.916,0.824,0.00108,0.0661,0.422,0.87
GIRLS GONE WILD,DSL,0.477848101,15DRX5FNMYOUkk0SYD3RAz,0.141,0.899,0.555,2.14E-06,0.0933,0.09,0.62
Sl*t Him Out Again (feat. Kali),Baby Tate,0.457894737,1rFSc82CUMlFewowdZPRT8,0.134,0.929,0.582,0,0.101,0.293,0.397
Megan's Piano,Megan Thee Stallion,0.279126214,4HyVMzg0sUQsdOxRvSO8Ka,0.00799,0.953,0.621,4.87E-06,0.307,0.154,0.378
Be Right There,Haley Smalls,0.673076923,30W1USsh6pOUJeHP5tu0RI,0.347,0.625,0.784,0.00629,0.107,0.0511,0.123
Boss Bitch,Doja Cat,0.368852459,78qd8dvwea0Gosb6Fe6j3k,0.127,0.707,0.955,0,0.202,0.222,0.575
Twerk (feat. Cardi B),City Girls,0.497674419,0RRm4OS5ymfZryXBuj0G2m,0.121,0.788,0.842,0.00112,0.166,0.142,0.481
Curious,Tia Kofi,0.661016949,4lQTzADb4AdxdQ1Amqty5d,0.0128,0.758,0.7,0,0.147,0.0463,0.663
Fancy,Iggy Azalea,0.736263736,3W3KtDwAIg3mAruSpnfG3Q,0.0904,0.912,0.716,0,0.0491,0.0697,0.377
High School,Nicki Minaj,0.714285714,3UrNOHCzVxX2KZbNcKQAyu,0.135,0.531,0.683,0.00265,0.22,0.333,0.212
WOW,DSL,0.783653846,0TOcuZsEDLaN6faLS0rsi2,0.251,0.779,0.514,1.87E-05,0.101,0.346,0.611
Tap In,Saweetie,0.318936877,4Hpib09wXgD84w4uwTPnYD,0.00576,0.954,0.696,0.000498,0.0754,0.204,0.432
Boyfriend,Tallia Storm,0.569721116,5f2NZnTWoVO5octUJT95H1,0.0878,0.707,0.627,0,0.172,0.0383,0.565
Body,Megan Thee Stallion,0.32300885,0A1hoCfMLkiAgvhWkkucJa,0.0166,0.914,0.732,0,0.107,0.241,0.469
Dolce Vita,Shab,0.008,5HBnF7URKI9yhVuTRcRFD9,0.139,0.632,0.709,8.75E-06,0.127,0.173,0.671
Juicy,Doja Cat,0.869047619,7f5trao56t7sB7f14QDTmp,0.102,0.785,0.652,0,0.0697,0.0668,0.484
Treat Me,Chlöe,0.948170732,2ZCu2xskiEBCV3y0eu0zJG,0.0442,0.708,0.793,2.62E-06,0.0362,0.0417,0.503
Like That (feat. Gucci Mane),Doja Cat,0.383333333,4EivmOT13NMpNSfTKn9p4s,0.239,0.879,0.498,0,0.0967,0.18,0.405
Hot Girl,Megan Thee Stallion,0.230483271,2Xc9MR2NMc5IKPFKaEjt1k,0.000278,0.761,0.637,0,0.251,0.313,0.374
Team,Iggy Azalea,0.660633484,2bocAPQcUTLUXx8lAOTiK3,0.0545,0.891,0.692,0,0.608,0.0673,0.218
STUPID (feat. Yung Baby Tate),Ashnikko,0.353658537,6qNB2ChCVPepl5ZjVJJTUW,0.00459,0.772,0.637,0,0.0778,0.114,0.54
Makeup Bag,ADUDA,0.402877698,73MwEWNueQV2CQPVbhrrUr,0.584,0.571,0.593,0.000156,0.11,0.0432,0.375
Captain Hook,Megan Thee Stallion,0.526785714,1E3VQQWFQAPJkXfYHjqWoI,0.0118,0.863,0.633,0,0.285,0.287,0.545
Work Bitch,Britney Spears,0.473029046,3KliPMvk1EvFZu9cvkj8p1,0.155,0.629,0.824,0.000628,0.0651,0.159,0.852
Girls in the Hood,Megan Thee Stallion,0.37704918,6WbTTAGKrQtCQvmc5BuYfh,0.00824,0.821,0.863,0,0.0377,0.353,0.874
LIL BIT,Cambry H,0.31661442,33USK3dNC8F00B0nRlZ8NN,0.0486,0.664,0.64,0,0.332,0.0647,0.521
May I,Flo Milli,0.400900901,1GcXzijYzyfMq6wryZjYW5,0.0828,0.896,0.78,0,0.0857,0.202,0.85
Disturbia,Rihanna,0.574468085,2VOomzT6VavJOGBeySqaMc,0.0863,0.707,0.813,0,0.168,0.0571,0.722
Throw A Fit,Tinashe,0.902439024,7D8aQaRzoi9Qzz5yerVK5b,0.00597,0.888,0.586,0.0365,0.153,0.0604,0.401
11-Jul,Beyoncé,0.711538462,02M6vucOvmRfMxTXDUwRXu,0.0128,0.747,0.705,0,0.126,0.126,0.56
Pussy Talk,City Girls,0.344827586,5EzL7hGT9g2Tvqsy158Lu9,0.0016,0.943,0.641,0,0.211,0.191,0.242
Cry Baby (feat. DaBaby),Megan Thee Stallion,0.241666667,4aarlAfLKVCTxUDNgbwhjH,0.00402,0.957,0.437,0,0.219,0.359,0.616
Link Up,Tinashe,0.240677966,24FIB4DsWiwN05nviYNXZh,0.0453,0.861,0.554,0.00475,0.101,0.0915,0.749
MMM MMM (feat. ATL Jacob),Kali,0.675675676,7GLqR9ToJLb0PV3XyNAWNm,0.134,0.85,0.444,0,0.113,0.346,0.187
I'm Legit,Nicki Minaj,0.667832168,5VH29X65xVLfH2TwD9EcxO,0.0301,0.859,0.746,0.000877,0.169,0.0663,0.543
"My Neck, My Back",Khia,0.537549407,5r29mFrurlVBbqJzjr2XW6,0.0296,0.859,0.625,0,0.0537,0.13,0.71
Sex Talk,Megan Thee Stallion,0.472972973,6hbg57wH6SyIDnPzwLeeXc,0.147,0.906,0.763,0,0.107,0.398,0.58
Boss Ass Bitch (with PTAF) - Remix,Nicki Minaj,0.561290323,7eLCcnhpYGH3Y6Pqrk68Gz,0.032,0.657,0.611,0,0.469,0.491,0.408
ICY GRL,Saweetie,0.548076923,1sl1cpix9GnwNwaVt04BIu,0.0306,0.927,0.563,0,0.0736,0.175,0.842
Act Up,City Girls,0.310756972,3A2yGHWIzmGEIolwonU69h,0.0167,0.938,0.638,0,0.111,0.189,0.313
Black Widow,Iggy Azalea,0.771126761,71vsEyBd4X1D5BUmLdFSVH,0.192,0.743,0.72,0.000386,0.109,0.124,0.519
Plan B,Megan Thee Stallion,0.206632653,2PljnVsnl2PRwCvfhbdQup,0.0668,0.787,0.522,0,0.108,0.463,0.666
Rumors (feat. Cardi B),Lizzo,0.461538462,6KgtcmCF9Ky68XC7ezxl3s,0.13,0.827,0.731,0,0.418,0.088,0.607
10 Things I Hate About You,Leah Kate,0.316049383,6Jkm5kUldvIqxzI1Pa7nXH,0.00991,0.544,0.786,0,0.169,0.0501,0.446
Beez In The Trap,Nicki Minaj,0.230769231,4It00tEYLwpjQtAhqnjCPC,0.0227,0.813,0.782,0.00165,0.0956,0.218,0.681
Money,Cardi B,0.292358804,2GGMabyHXnJmjY6CXhhB2e,0.00534,0.95,0.59,0,0.11,0.29,0.219
So Pretty,Reyanna Maria,0.897689769,1yLTcitjbEJr7a4jyDB0Lz,0.0512,0.799,0.543,0.0425,0.134,0.24,0.25
Wild Side (feat. Cardi B),Normani,0.594713656,2vXgyN14LX2zl7JEASw242,0.0249,0.74,0.576,0,0.104,0.146,0.315
Formation,Beyoncé,0.517730496,6g0Orsxv6glTJCt4cHsRsQ,0.00532,0.896,0.621,0,0.196,0.237,0.818
Sip It,Iggy Azalea,0.328947368,1WJhQBhJGuDxp5LR2os4Za,0.00936,0.948,0.627,1.35E-05,0.0743,0.106,0.417
Talkin' Bout (feat. Saweetie),Loui,0.572864322,66vs64VphiHrtFcLR6Qeav,0.0396,0.885,0.466,0,0.127,0.282,0.272
In The Party,Flo Milli,0.363036304,52BJrldggFQyTiW8XrILhO,0.0096,0.919,0.609,0,0.124,0.262,0.418
